iter	RMSE
250	0.0624851893
251	0.06227039958
252	0.06206183631
253	0.06190659921
254	0.06170929991
255	0.06155429135
256	0.06137621119
257	0.06118947721
258	0.06095288498
259	0.06076837107
260	0.06060678786
261	0.06039675684
262	0.06024209581
263	0.06005583856
264	0.05989149481
265	0.05961095488
266	0.05945900869
267	0.05925179421
268	0.05906304799
269	0.05888105088
270	0.05869336038
271	0.05852517676
272	0.05830907144
273	0.05816813732
274	0.0580490377
275	0.05789114112
276	0.05775395932
277	0.05761391623
278	0.05745551614
279	0.05734217549
280	0.05705086019
281	0.05686830048
282	0.05671112814
283	0.05666613977
284	0.05652850082
285	0.0563386625
286	0.05611792915
287	0.0559878408
288	0.05594459866
289	0.05577240179
290	0.0556665723
291	0.05562067853
292	0.05557970156
293	0.05543355955
294	0.05520783552
295	0.05507208789
296	0.05494966045
297	0.05476019702
298	0.05471734255
299	0.05456099131
300	0.05430961122
301	0.05421219354
302	0.05404767901
303	0.05382438674
304	0.05363141636
305	0.05336926352
306	0.05319236825
307	0.05309469426
308	0.05305559267
309	0.05284637239
310	0.05281817541
311	0.05278047606
312	0.0525678595
313	0.05233848184
314	0.05225513434
315	0.0521372359
316	0.05201271354
317	0.05197697454
318	0.05194197497
319	0.05190933544
320	0.05182617265
321	0.05166483845
322	0.05159601401
323	0.05156514529
324	0.05145112951
325	0.05128791169
326	0.0512589185
327	0.05116992186
328	0.05101718614
329	0.05081609239
330	0.05075065103
331	0.05072048871
332	0.05048970882
333	0.05038380103
334	0.0503536476
335	0.05020850346
336	0.05018305652
337	0.05015900256
338	0.05006644722
339	0.04993034471
340	0.0497556271
341	0.04952377227
342	0.04936182648
343	0.04920130351
344	0.0490898605
345	0.04893057554
346	0.04887170641
347	0.04867689338
348	0.04852101985
349	0.04837434804
350	0.04835026814
351	0.04821703617
352	0.04813556801
353	0.04800041568
354	0.04785134882
355	0.04774946948
356	0.04757544449
357	0.04740633637
358	0.04734529781
359	0.04732069339
360	0.04718817642
361	0.04704984281
362	0.0468331088
363	0.04667705913
364	0.04651768956
365	0.04642944999
366	0.04633310918
367	0.04620439433
368	0.04603975184
369	0.04601351474
370	0.04598457334
371	0.04580057189
372	0.04573937612
373	0.04562882663
374	0.04560956327
375	0.04555834648
376	0.04547333548
377	0.04533319068
378	0.04521931355
379	0.04504675832
380	0.04487897671
381	0.04485528176
382	0.04466593797
383	0.04446991179
384	0.0443577319
385	0.0442091738
386	0.04397731281
387	0.04376014038
388	0.04370193626
389	0.04347766504
390	0.04329518031
391	0.04317661134
392	0.04307279337
393	0.04287873375
394	0.04279060772
395	0.04274446173
396	0.04262057319
397	0.04252623576
398	0.0423305715
399	0.04220701898
400	0.04207123911
401	0.04202237625
402	0.04188080767
403	0.04172404902
404	0.04165661928
405	0.04158267337
406	0.04141056568
407	0.04127671597
408	0.04125521051
409	0.04118042508
410	0.04106311602
411	0.04101204003
412	0.04092246984
413	0.04082937222
414	0.04068449935
415	0.04063112774
416	0.0405307972
417	0.04051095603
418	0.0403337394
419	0.04022233279
420	0.04011009068
421	0.04005162959
422	0.03993772124
423	0.03983293394
424	0.03976779198
425	0.03961363062
426	0.03950317449
427	0.03940815175
428	0.03933709591
429	0.03920498673
430	0.03915479294
431	0.03899364866
432	0.03889717191
433	0.03874807042
434	0.03863073947
435	0.03857656035
436	0.03854511645
437	0.03839885095
438	0.03836759736
439	0.038272781
440	0.03811069134
441	0.03792190082
442	0.03784608554
443	0.0377632004
444	0.0376676816
445	0.03750745471
446	0.03738116411
447	0.03723917277
448	0.03719452752
449	0.03715336696
450	0.03702692581
451	0.03695059592
452	0.03678597328
453	0.0367441222
454	0.0366232908
455	0.03648127402
456	0.03635536374
457	0.0362044456
458	0.03613839681
459	0.03608976012
460	0.03596082537
461	0.03582286352
462	0.03564802435
463	0.03552291248
464	0.03537813084
465	0.03531897793
466	0.03522526756
467	0.03516178906
468	0.0350749507
469	0.03499441737
470	0.03493390464
471	0.03481971937
472	0.0347836933
473	0.0346572857
474	0.03460400648
475	0.03447136025
476	0.03436278016
477	0.03426157769
478	0.03418838031
479	0.03408984886
480	0.0340396896
481	0.03394166887
482	0.03382929829
483	0.03369527473
484	0.03357539637
485	0.03350660261
486	0.03341579734
487	0.0332467008
488	0.03311478553
489	0.03298542576
490	0.03291021807
491	0.03275683572
492	0.03269874847
493	0.03261774319
494	0.03250460372
495	0.03246840568
496	0.03243162415
497	0.03233855218
498	0.03220757351
499	0.03211832214
500	0.03207527081
501	0.0319364347
502	0.0318264768
503	0.03170933949
504	0.03169205758
505	0.03165008436
506	0.03151788088
507	0.03148537863
508	0.03138219221
509	0.03129979211
510	0.03119421031
511	0.03108463229
512	0.03098260407
513	0.03095237265
514	0.03089252217
515	0.03075286986
516	0.03064247005
517	0.03061625038
518	0.03054864617
519	0.03048991892
520	0.03036672287
521	0.03028081022
522	0.03015711989
523	0.03006564875
524	0.02995191851
525	0.02988252795
526	0.02978314721
527	0.02975256063
528	0.02969148873
529	0.02961775213
530	0.02955484912
531	0.02939692098
532	0.02933724801
533	0.02923890624
534	0.02916497443
535	0.0290780725
536	0.02904621086
537	0.02889838024
538	0.02882828943
539	0.02872390911
540	0.02866599026
541	0.02859802694
542	0.02851919731
543	0.02849589766
544	0.02845800847
545	0.02836081046
546	0.02828120776
547	0.02823415344
548	0.02814855137
549	0.02807820703
550	0.02801184774
551	0.02793082068
552	0.02788384831
553	0.02785406094
554	0.02779748781
555	0.02771371562
556	0.02764136367
557	0.02751867366
558	0.02745434387
559	0.02738339211
560	0.0273195807
561	0.02722812241
562	0.02717890081
563	0.02707506677
564	0.02702857506
565	0.02694778262
566	0.02682092589
567	0.02672833902
568	0.02662086756
569	0.0265351487
570	0.02649542862
571	0.02642447092
572	0.02640610826
573	0.02632780389
574	0.02625676511
575	0.02619722862
576	0.02611208653
577	0.02606926258
578	0.02600185215
579	0.02592205578
580	0.02591338993
581	0.02585053035
582	0.02577427669
583	0.02571647395
584	0.02565271035
585	0.02560138843
586	0.02552516838
587	0.02547790378
588	0.02542568071
589	0.02536186908
590	0.02528335304
591	0.02520497349
592	0.02514379297
593	0.02505249723
594	0.02502609402
595	0.02499359673
596	0.02491711092
597	0.02480247669
598	0.02477207566
599	0.02473014765
600	0.02471606858
601	0.02470148342
602	0.02466606913
603	0.02457862306
604	0.02453950087
605	0.02447065289
606	0.02437199425
607	0.02426787594
608	0.02421056299
609	0.02412320601
610	0.02404357565
611	0.02397374801
612	0.0239081675
613	0.02383404116
614	0.02373098785
615	0.02364665741
616	0.02356578136
617	0.0235332818
618	0.02344820579
619	0.02340167294
620	0.02337750993
621	0.02329251705
622	0.02325144362
623	0.02315026483
624	0.02310163519
625	0.02304359269
626	0.02300749591
627	0.02298155465
628	0.02295851097
629	0.0228969619
630	0.02284004539
631	0.02277584611
632	0.0227011428
633	0.02269321904
634	0.02258908897
635	0.02255077961
636	0.02248929573
637	0.02242606249
638	0.02241884819
639	0.02240288742
640	0.02233878702
641	0.02227259549
642	0.02223324616
643	0.02221621579
644	0.02218752837
645	0.0221352995
646	0.0220473139
647	0.02196882485
648	0.02191681597
649	0.02186582302
650	0.02180894232
651	0.02178836535
652	0.02178135287
653	0.02175714649
654	0.02168509574
655	0.02162291995
656	0.02155837612
657	0.02155030837
658	0.02150807348
659	0.02148706021
660	0.02142871526
661	0.02132968756
662	0.02132294899
663	0.02124587236
664	0.02123897262
665	0.02114547819
666	0.02110118212
667	0.02106724674
668	0.02099787349
669	0.02093511719
670	0.02090931997
671	0.0208278442
672	0.02075692532
673	0.02069571832
674	0.02067604105
675	0.02062975503
676	0.0205871571
677	0.02051985613
678	0.02045251815
679	0.02038583729
680	0.02034934668
681	0.02027274614
682	0.02021099633
683	0.02013850516
684	0.02007478695
685	0.02006892301
686	0.01999660235
687	0.01991576856
688	0.01990349952
689	0.0198425279
690	0.01983518597
691	0.01978664605
692	0.01976372491
693	0.01973574808
694	0.01969353098
695	0.01962037656
696	0.01957710964
697	0.01949043435
698	0.019410102
699	0.01935769948
700	0.01928259918
701	0.01922926355
702	0.0191783837
703	0.01912615557
704	0.01907160467
705	0.01900690616
706	0.01893122173
707	0.01885681601
708	0.01879010927
709	0.01876986001
710	0.01873578873
711	0.01868480602
712	0.01861943828
713	0.01854872881
714	0.01849795128
715	0.01842703798
716	0.01840866958
717	0.01838849707
718	0.01834071088
719	0.01829966421
720	0.01825935503
721	0.01820008314
722	0.01818650478
723	0.01812646894
724	0.01808748463
725	0.01801025212
726	0.01799568449
727	0.01794428101
728	0.01790564421
729	0.01787664185
730	0.01785487113
731	0.01779467917
732	0.01775746662
733	0.0177241177
734	0.01765750931
735	0.01764357566
736	0.017559596
737	0.01750235304
738	0.0174438951
739	0.01743742421
740	0.01740860417
741	0.01736481725
742	0.01735888365
743	0.01731874134
744	0.01727892497
745	0.01725802578
746	0.01725007711
747	0.01721203441
748	0.0171699578
749	0.01716031412
750	0.01713550484
751	0.0170997483
752	0.01708420724
753	0.01705287025
754	0.01701680563
755	0.01697705002
756	0.01696001205
757	0.01691197253
758	0.01686020596
759	0.01684256692
760	0.01679448993
761	0.01675670779
762	0.01669974066
763	0.01663675237
764	0.01661342374
765	0.01656982187
766	0.0165120004
767	0.01650017895
768	0.01646379904
769	0.01645893508
770	0.01645368246
771	0.01640487231
772	0.01634361767
773	0.01631722487
774	0.01630190193
775	0.01624174037
776	0.01621460991
777	0.01615729086
778	0.01615236512
779	0.01609250707
780	0.01605422511
781	0.01599805951
782	0.01597648926
783	0.01588539573
784	0.01586778242
785	0.01580457147
786	0.01579795912
787	0.01578483123
788	0.01573121696
789	0.01567887394
790	0.01564563547
791	0.01560636689
792	0.01559775037
793	0.01559306324
794	0.01553564089
795	0.01552353231
796	0.01551342416
797	0.01546961823
798	0.01542528887
799	0.01541835607
800	0.01541100841
801	0.01539333391
802	0.01534389658
803	0.01526711431
804	0.01526237879
805	0.01520993941
806	0.01518385677
807	0.01512461705
808	0.01508743431
809	0.01504610653
810	0.01498356701
811	0.01492885046
812	0.01488894077
813	0.01481117726
814	0.01479969738
815	0.01477593039
816	0.01471663752
817	0.01467317886
818	0.01464759486
819	0.01464378352
820	0.01460074835
821	0.01459627445
822	0.0145320091
823	0.01447657165
824	0.01443745724
825	0.01439341287
826	0.01437608053
827	0.0143376059
828	0.01429987883
829	0.01428427139
830	0.01427368005
831	0.01421560622
832	0.01418657421
833	0.01415933667
834	0.01412493563
835	0.01411307973
836	0.01407563888
837	0.01405423865
838	0.01404638225
839	0.01402108596
840	0.01396578655
841	0.01393742814
842	0.01389315473
843	0.01388472173
844	0.01382568225
845	0.0138189073
846	0.01378430706
847	0.01374392621
848	0.01369184122
849	0.01363820611
850	0.01362926566
851	0.01360642789
852	0.01358101975
853	0.01355746605
854	0.01350131763
855	0.01347853131
856	0.01343974851
857	0.01342497582
858	0.01338170543
859	0.01337728604
860	0.01334498358
861	0.01331406893
862	0.01329781168
863	0.01327808723
864	0.01326506175
865	0.01324676627
866	0.01324260638
867	0.01319761317
868	0.01319459686
869	0.01315842967
870	0.01310419593
871	0.01308917766
872	0.01307062477
873	0.01306768007
874	0.0130383646
875	0.01301911775
876	0.01300218169
877	0.01299763242
878	0.01295403011
879	0.01292123187
880	0.01289869434
881	0.01285749507
882	0.01285275605
883	0.01284409617
884	0.01281943086
885	0.01280693886
886	0.01279875265
887	0.01279488654
888	0.01276188941
889	0.0127476601
890	0.01271218834
891	0.01269216251
892	0.01264166837
893	0.01261744681
894	0.01258691158
895	0.01257160801
896	0.01252041664
897	0.01251171642
898	0.0124913945
899	0.01248651818
900	0.012483204
901	0.01247527804
902	0.01244245137
903	0.01241283184
904	0.01240701355
905	0.01237416137
906	0.01236618583
907	0.0123317617
908	0.01227624404
909	0.01226161911
910	0.01225827207
911	0.01224637719
912	0.01220627356
913	0.01219851053
914	0.01216958734
915	0.01211284843
916	0.01210341475
917	0.01206130823
918	0.01205473496
919	0.01202355938
920	0.01202060056
921	0.01201815528
922	0.01200158244
923	0.01199432246
924	0.01196391394
925	0.01191822789
926	0.0119010994
927	0.01186766027
928	0.01182499208
929	0.01178850384
930	0.0117849053
931	0.01176079438
932	0.01171525552
933	0.01168142199
934	0.01166355118
935	0.01162280346
936	0.01157591993
937	0.01154054726
938	0.01150374452
939	0.01147926842
940	0.01147496396
941	0.01146225199
942	0.01143520426
943	0.01142107771
944	0.01139842083
945	0.01136479878
946	0.01132328518
947	0.01130534192
948	0.01127119044
949	0.01124592419
950	0.0112432586
951	0.01124090527
952	0.01121611391
953	0.01120062588
954	0.01118755033
955	0.01116444147
956	0.01111996836
957	0.01108591124
958	0.01106141621
959	0.01104947952
960	0.01102165882
961	0.01101169709
962	0.01100410712
963	0.01097044114
964	0.01094623522
965	0.0109384836
966	0.01090995466
967	0.01090555026
968	0.01087707454
969	0.01084225213
970	0.01080817648
971	0.01078451999
972	0.01074578877
973	0.0107002549
974	0.01068222245
975	0.01066935639
976	0.01066622606
977	0.01062690487
978	0.01056581176
979	0.01053335843
980	0.01050769377
981	0.01049261844
982	0.01045622837
983	0.01042323496
984	0.01039700651
985	0.01036133063
986	0.01034278226
987	0.01033961253
988	0.01032746836
989	0.01030711535
990	0.01029919713
991	0.01024898531
992	0.0102244592
993	0.0101840704
994	0.01017773115
995	0.01016308117
996	0.01015732507
997	0.01011769968
998	0.01011167768
999	0.01010905569
